what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327762976200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763033186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763036197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763046505
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.DevModeView",1327763046531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763048333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763049304
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1327763057163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763061856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763066043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763067668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763069926
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1327763105033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1327763114529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763115825
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763116928
started,bundle,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui",1327763118270
started,bundle,org.eclipse.wst.sse.ui,1.2.5.v201108191505,"org.eclipse.wst.sse.ui",1327763118312
started,bundle,org.springframework.ide.eclipse.webflow.ui.editor,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.webflow.ui.editor",1327763119191
started,bundle,org.springframework.ide.eclipse.beans.ui.editor,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui.editor",1327763119233
started,bundle,com.springsource.server.ide.ui,2.6.0.201103161000-RELEASE,"com.springsource.server.ide.ui",1327763119473
started,bundle,org.eclipse.jst.jsp.ui,1.1.505.v201110211728,"org.eclipse.jst.jsp.ui",1327763120111
started,bundle,org.eclipse.jst.jsp.core,1.2.308.v201109202150,"org.eclipse.jst.jsp.core",1327763120301
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1327763121036
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1327763121251
opened,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1327763121623
started,bundle,org.eclipse.jem.workbench,2.0.301.v201104271300,"org.eclipse.jem.workbench",1327763122256
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1327763122716
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1327763122824
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1327763123164
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1327763123672
started,bundle,com.springsource.sts.config.ui,2.6.0.201103161000-RELEASE,"com.springsource.sts.config.ui",1327763126497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763127075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1327763127292
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763135727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763139107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763142348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763145955
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763154334
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1327763167231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763182759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763192433
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763195322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763197921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763197926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763208250
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.DevModeView",1327763214121
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1327763216258
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1327763227102
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327763233334
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763243434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763275745
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1327763281131
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327763283267
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763297108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763297195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1327763308187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763308580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763309995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763313555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763323983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1327763342270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763343279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763344279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1327763357661
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1327763363749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763364106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763365206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763367168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763369549
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1327763380419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763411606
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763412275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763415471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763418385
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r36,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1327763440039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1327763441489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1327763442316
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1327763442484
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1327763456570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1327763456929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763458300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763460846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763467112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1327763480112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763494322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763494519
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763494687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763494881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763495081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1327763495295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1327763496419
